Grupo,Nombre del producto,Tipo,Tutor(es)/Cotutor(es),Institución,Estudiante orientado,Programa académico,Tipo de orientación,DOI,Año,Valoración,Número de Páginas,Palabras,Area,Sectores 
GINNOVA,TÉCNICAS DE MEDICIÓN Y MEJORAMIENTO DE CAPACIDADES (Técnicas Cualitativas) DE PROCESO ORIENTADAS A SEIS SIGMA EN LAS PYMES, Trabajos de grado de pregrado , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Juan Sebastián Peláez Zuñiga, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 97,,,
GINNOVA,Propuesta para la gestión integral de proyectos de investigación. Caso aplicado: 	Universidad de Ibagué, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Camilo Vargas Monroy, Maestría en Gerencia de la Calidad, Tutor principal,, 2016, Aprobada, 0,,,
GINNOVA,PROPUESTA PARA LA GESTION DE INVENTARIOS DEL ALMACÉN DE LA UNIVERSIDAD DE IBAGUE, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Clara Eugenia Segovia Borray y Germán David Garzón Hernández, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 0,,,
GINNOVA,PROPUESTA DE UN MODELO PARA LA GESTIÓN DE LA PRODUCCIÓN EN ROEST CONSULTORES Y CONTRUCTORES SAS BASADO EN LA CIBERNÉTICA ORGANIZACIONAL, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Luisa María Villanueva Ceballos	Cód. 23 20071 033  y John Adrian Meneses Sánchez	Cód. 23 20072 005, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 0,,,
GINNOVA,TECNICAS DE MEDICIÓN Y MEJORAMIENTO DE CAPACIDADES (Técnicas Cualitativas) DE PROCESO ORIENTADAS A SEIS SIGMA EN LAS PYMES, Trabajos de grado de pregrado , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Juan Sebastián Peláez Zúñiga , Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 170,,,
GINNOVA,TÉCNICAS DE MEDICIÓN Y MEJORAMIENTO DE CAPACIDADES (Técnicas Cuantitativas) DE PROCESO ORIENTADAS A SEIS SIGMA EN LAS PYMES, Trabajos de grado de pregrado , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Angélica María Urrea, Ingeniería Industrial, Tutor principal,,, , ,,,
GINNOVA,Técnicas de medición y mejoramiento de capacidad de proceso orientadas a seis sigma (técnicas cualitativas), Trabajos de grado de pregrado , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Juan Sebastián Pelaéz Zúñiga, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 170,,,
GINNOVA,"MODELO DE PLANEACIÓN, PROGRAMACIÓN Y CONTROL DE LA PRODUCCIÓN PARA LA EMPRESA CANAAN CONFECCIONES", Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Cristian Alejandro Vera Torres Cód. 23 20052 004  y Carlos Andrei Villamil Rueda	      	Cód. 23 20061 060, Ingeniería Industrial, Tutor principal,, 2012, Aprobada, 0,,,
GINNOVA,LOS EMPAQUES EN LA CADENA ALGODON TEXTIL EN LA CONFECCIÓN, Trabajo de grado de maestría o especialidad clínica , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Lina Paola Díaz Gutiérrez, Maestría en Gestión Industrial, Tutor principal,, 2014, Distincion meritoria, 0,,,
GINNOVA,PROPUESTA PARA LA PLANEACIÓN Y CONTROL DE LA PRODUCCIÓN EN LA EMPRESA LATINCO S.A., Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Edwin Leonardo Valencia Varón y Carlos Andrés Segrera Cogollos, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 100,,,
GINNOVA,METODOLOGIA PARA DETERMINAR SITIOS DE MONITOREO DE CORRIENTES HÍDRICAS SUPERFICIALES DE MONTAÑA CON FINES DE IMPLEMENTACIÓN DE SISTEMAS DE ALERTAS TEMPRANAS, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Isenover Caviedes Urrea, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 0,,,
GINNOVA,DEFINICIÓN DE INDICADORES DE GESTIÓN ENFOCADOS AL AHORRO ENERGÉTICO EN LA INDUSTRIA DE BENEFICIO DE FELDESPATO PLANTA SUMICOL, Trabajo de grado de maestría o especialidad clínica , FLAMINIO VERA MENDEZ, UNIVERSIDAD DE IBAGUÉ,Carlos Andrés Pérez Tristancho, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 174,,,
GINNOVA,APLICACIÓN DE LA HEURÍSTICA ¿EL CUELLO DE BOTELLA MÓVIL (CBM)¿ PARA LA PROGRAMACIÓN DE LA PRODUCCIÓN EN LA PLANTA DE ACABADOS DE FABRICATO ¿ FIBRATOLIMA, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Luis Felipe Lozada Valencia  y Edison Eduardo Otalora Murcia, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 100,,,
GINNOVA,Softek agrupación de profesionale especializados, Trabajos dirigidos/Tutorías de otro tipo , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,María José Rodríguez Gutiérrez, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2011, , 0,,,
GINNOVA,ITECOR Durango, Trabajos dirigidos/Tutorías de otro tipo , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Henry Herwin Garcia Herrera, Ingenierìa en Sistemas Computacionales, Coturor/asesor,, 2011, , 0,,,
GINNOVA,Análisis de usabilidad en las páginas de inicio en el sector hotelero en el Estado de Durango, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Rosalba Romelia Fernández  Resendez, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2011, Aprobada, 140,,,
GINNOVA,Incorporación de las TIC en la PyME en el municipio de Durango, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Daniela Enriquez Rosa, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2011, Aprobada, 160,,,
GINNOVA,REESTRUCTURACIÓN ORGANIZACIONAL PARA EL FONDO GANADERO DEL TOLIMA S.A., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Andrea Paola Cervera Rodríguez	Cód. 23 20061 035, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 0,,,
GINNOVA,ANÁLISIS DE POLITICAS DE DESARROLLO REGIONAL EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Edna Carolina Orjuela Espitia, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 65,,,
GINNOVA,Facebook como herramienta de apoyo didáctico en educación superior, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Gerardo Ortíz Lugo, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2011, Aprobada, 100,,,
GINNOVA,Análisis de usabilidad de las páginas de inicio de centros de biotecnología en latinoamérica, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Edder Gerardo Vargas Moreno, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2011, Aprobada, 120,,,
GINNOVA,PROCESO DE ABASTECIMIENTO DE LOS REPUESTOS E INSUMOS CRITICOS EN LA FABRICA DE LA MONEDA ¿ BANCO DE LA REPUBLICA, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Paula Hernández Rodríguez		Cód.  23 20052 016, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 0,,,
GINNOVA,MODELO PARA LA GESTIÓN LOGÍSTICA DEL CENTRO DE DISTRIBUCIÓN DE LA COMPAÑÍA DSIERRA S.A.S. ¿ TOLIMA APLICANDO MODELO SCOR, Trabajo de grado de maestría o especialidad clínica , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,MARTHA JULIETA MANCHOLA CORTÉS, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 126,,,
GINNOVA,Logística hospitalaria aplicada al servicio de urgencias de una entidad especializada en salud en Ibagué, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Carolina Saavedra Moreno, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 133,,,
GINNOVA,Logística hospitalaria aplicada al servicio de urgencias de una entidad especializada en salud en Ibagué, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Carolina Saavedra Moreno, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 133,,,
GINNOVA,Logística hospitalaria aplicada al servicio de urgencias de una entidad especializada en salud en Ibagué, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Carolina Saavedra Moreno, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 133,,,
GINNOVA,Logística hospitalaria aplicada al servicio de urgencias de una entidad especializada en salud en Ibagué, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Carolina Saavedra Moreno, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 133,,,
GINNOVA,Logística hospitalaria aplicada al servicio de urgencias de una entidad especializada en salud en Ibagué, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Carolina Saavedra Moreno, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 133,,,
GINNOVA,Business intelligence para la toma de decisiones en la mediana empresa de la ciudad de Durango, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Javier Guevara Bueno, Ingenierìa en Sistemas Computacionales, Coturor/asesor,, 2010, Aprobada, 150,,,
GINNOVA,ANALISIS DE VIABILIADAD TECNICA PARA EL MONTAJE DE LA PLATAFORMA LOGISTICA EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,LUIS FELIPE LOZADA VALENCIA, Ingeniería Industrial, Tutor principal,,, , ,,,
GINNOVA,Inventory management for spare parts in the automobile industry, Trabajos de grado de pregrado , CARLOS ANTONIO MEISEL DONOSO, Montanuniversität Leoben,Nikolaus Pfeiffer, Industrielogistik, Tutor principal,, 2011, Aprobada, 62,,,
GINNOVA,OPTIMIZACION DE LA PRESTACION DEL SERVICIO DE LA UNIDAD DE AYUDAS EDUCATIVAS DE LA UNIVERSIDAD DE IBAGUE, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Lina Alexandra Fandiño Galindo y Lukas Alexander Canal Vera  , Ingeniería Industrial, Tutor principal,, 2012, Aprobada, 100,,,
GINNOVA,PROPUESTA DE UN MODELO DE GESTIÓN LOGÍSTICA PARA EL CONSORCIO MULTICONSTRUCCIONES PLINCO BASADO EN LEAN CONSTRUCTION, Trabajo de grado de maestría o especialidad clínica , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,DIANA PATRICIA JARAMILLO RICO, Maestría en Gestión Industrial, Tutor principal,, 2015, Aprobada, 139,,,
GINNOVA,Integrated Supply Chain Management: Analysis of processes and interfaces, Trabajos de grado de pregrado , CARLOS ANTONIO MEISEL DONOSO, Montanuniversität Leoben,Nadja Pretzler, Industrielogistik, Tutor principal,, 2011, Aprobada, 38,,,
GINNOVA,Caracterización de la Gestión del Conocimiento en las Pymes manufactureras del Tolima bajo el modelo de Nonaka y Takeuchi, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, Universidad De Manizales - Umanizales,Josefina Contreras, MAESTRIA EN GERENCIA DEL TALENTO HUMANO, Tutor principal,, 2011, Aprobada, 220,,,
GINNOVA,"PROPUESTA DE UN MODELO DE COSTEO ABC PARA EL AREA DE OPERACION LOGÍSTICA, ADAPTADO A LAS PYME DEL ESLABÓN CONFECCIÓN Y SERVICIOS COMPLEMENTARIOS EN EL DEPARTAMENTO DEL TOLIMA", Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Juan Francisco Cardozo Arroyo, Ingeniería Industrial, Tutor principal,, 2011, , 60,,,
GINNOVA,"MODELO PARA INCREMENTAR LA EFICIENCIA EN LOS PROCESOS DE DISTRIBUCIÓN LOGÍSTICA ENTRE LAS PLANTAS CENTRALES Y CENTROS DE ACOPIO, CASO AVÍCOLA TRIPLE A S.A.S.", Trabajo de grado de maestría o especialidad clínica , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,DAVID ANTONIO BEDOYA GIRALDO, Maestría en Gestión Industrial, Tutor principal,, 2015, Aprobada, 101,,,
GINNOVA,"DIAGNÓSTICO DE LAS CONDICIONES ACTUALES DE LAS FRUTAS COMO PRODUCTO FINAL EN LOS MUNICIPIOS DE VILLARRICA, ICONONZO Y CUNDAY DEL DEPARTAMENTO DEL TOLIMA, FRENTE A LOS PRINCIPALES REQUERIMIENTOS TÉCNICOS PARA ALCANZAR UNA EFICIENTE GESTIÓN LOGÍSTICA", Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Gisselle Karina Melo Galvis, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 60,,,
GINNOVA,ESTIMACIÓN DE LA CAPACIDAD LOGÍSTICA EN TRANSPORTE Y ALMACENAMIENTO EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Susana Gutierrez Mendoza, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 0,,,
GINNOVA,ESTIMACIÓN DE LA CAPACIDAD LOGÍSTICA EN TRANSPORTE Y ALMACENAMIENTO EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Susana Gutierrez Mendoza , Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 80,,,
GINNOVA,DISEÑO DE ESTRATEGIAS PARA EL MEJORAMIENTO DEL SERVICIO AL CLIENTE EXTERNO EN LAS DEPENDENCIAS DE TESORERÍA Y ASESORÍA CREDITICIA DE LA UNIVERSIDAD DE IBAGUE, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Leidy Janeth Galvis Mendoza y Juan Manuel Jiménez Leguizamón, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 100,,,
GINNOVA,"MEJORA DEL PROCESO DE DISTRIBUCIÓN DE LA EMPRESA ""OXÍGENOS DE COLOMBIA LTDA-PRAXAIR"" PARA MINIMIZAR EL EFECTO LÁTIGO EN SU CADENA DE SUMINISTRO", Trabajo de grado de maestría o especialidad clínica , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Jose Leonardo Montealegre Quijano, Maestría en Gestión Industrial, Tutor principal,, 2013, Aprobada, 152,,,
GINNOVA,"CARACTERIZACIÓN DE LA OFERTA Y DEMANDA DE CIENCIA, TECNOLOGÍA E INNOVACIÓN DEL CLÚSTER ARROZ ¿ MOLINERÍA EN EL TOLIMA.", Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Andrea del Pilar Prado Molina; Catalina Ramírez Ramírez, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 0,,,
GINNOVA,"GENERACIÓN DE CONDICIONES PARA LA COMPETITIVIDAD EN AGRO NEGOCIOS CON POTENCIAL EXPORTADOR EN EL TOLIMA. UNA PROPUESTA DE DESARROLLO TECNOLÓGICO E INNOVACION EN PRODUCTO Y PROCESO, CASO ESPECÍFICO: MANGO, AGUACATE Y BANANO BOCADILLO", Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Laura Catalina Lozano, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 0,,,
GINNOVA,Control de sistema de interconexión, Trabajos de grado de pregrado , DORA LUZ GONZALEZ BANALES, Instituto Tecnológico de Durango,Elva Liliana Limón Dávila, Ingenierìa en Sistemas Computacionales, Tutor principal,, 2009, Aprobada, 120,,,
GINNOVA,Caracterización de la red logística de las principales cadenas productivas del Tolima, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Adriana Isabel Linares Vanegas, Ingeniería Industrial, Tutor principal,, 2009, Aprobada, 79,,,
GINNOVA,ANALISIS DE LA INNOVACION TECNOLOGICA Y EL CAPITAL RELACIONAL COMO FACTORES CLAVES DE ÉXITO EN LA INDUSTRIA DE SOFTWARE EN IBAGUE, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Johanna Alexandra Otálora Manchola , Ingeniería Industrial, Tutor principal,, 2009, Aprobada, 0,,,
GINNOVA,"OPTIMIZACIÓN DE OPERACIONES DE SECUENCIACIÓN EN SISTEMAS PRODUCTIVOS TIPO JOB SHOP, UTILIZANDO METAHEURÍSTICAS", Trabajos dirigidos/Tutorías de otro tipo , JOSE DAVID MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,LILIANA KATHERINE PRADO LÓPEZ, Ingeniería Industrial, Tutor principal,, 2009, , 50,,,
GINNOVA,ANALISIS DEL IMPACTO SOCIO-ECONOMICO DEL PROGRAMA CENDES - UNIVERSIDAD DE IBAGUÉ, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Daniel Humberto Rivera Méndez, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 60,,,
GINNOVA,ANALISIS DEL IMPACTO SOCIO-ECONOMICO DEL PROGRAMA CENDES - UNIVERSIDAD DE IBAGUÉ, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Diana Jackeline Ovalle Burgos , Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 100,,,
GINNOVA,ANALISIS DEL IMPACTO SOCIO-ECONOMICO DEL PROGRAMA CENDES - UNIVERSIDAD DE IBAGUÉ, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Luz Elena Valdivieso Orozco, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 60,,,
GINNOVA,"OPTIMIZACIÓN DE OPERACIONES DE SECUENCIACIÓN EN SISTEMAS PRODUCTIVOS TIPO JOB SHOP, UTILIZANDO METAHEURÍSTICAS", Trabajos de grado de pregrado , JOSE DAVID MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,LILIANA KATHERINE PRADO LOPEZ , Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 0,,,
GINNOVA,Propuesta para la Mejora del Sistema de Programación de la Producción en C.I. Fatextol S.A., Trabajo de grado de maestría o especialidad clínica , JOSE DAVID MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,Andres Mauricio Rojas Enciso, Ingeniería Industrial, Tutor principal,,, , ,,,
GINNOVA,ESTIMACIÓN DE LA CAPACIDAD LOGÍSTICA EN TRANSPORTE Y ALMACENAMIENTO EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Susana Gutierrez Mendoza, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 0,,,
GINNOVA,CONSOLIDACIÓN DE UNA BASE TEÓRICA DE POLÍTICAS DE DESARROLLO REGIONAL EN EL DEPARTAMENTO DEL TOLIMA, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Edna Carolina Orjuela Espitia, Ingeniería Industrial, Tutor principal,, 2011, Aprobada, 60,,,
GINNOVA,Análisis de los requerimientos logísticos en el Tolima: una perspectiva desde los productores, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Nelson Javier Tovar, Maestría en Gestión Industrial, Tutor principal,, 2010, Distincion meritoria, 0,,,
GINNOVA,"CARACTERIZACIÓN DE LA OFERTA Y DEMANDA DE CIENCIA, TECNOLOGÍA E INNOVACIÓN DEL CLÚSTER ARROZ ¿ MOLINERÍA EN EL TOLIMA", Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Andrea del Pilar Prado Molina y Catalina Ramírez Ramírez, Ingeniería Industrial, Tutor principal,, 2010, Aprobada, 100,,,
GINNOVA,ANALISIS DE LA INNOVACION TECNOLOGICA Y EL CAPITAL RELACIONAL COMO FACTORES CLAVES DE ÉXITO EN LA INDUSTRIA DE SOFTWARE EN IBAGUE, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Johanna Alexandra Otálora Manchola, Ingeniería Industrial, Tutor principal,, 2009, Aprobada, 60,,,
GINNOVA,Análisis para determinar la capacidad logística de transporte y almacenamieto en el Departamento del Tolima, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Andrés García, Maestría en Gestión Industrial, Tutor principal,, 2009, Distincion meritoria, 0,,,
GINNOVA,ANALISIS DE EFICIENCIA Y PRODUCTIVIDAD EN LAS COMUNIDADES ACADÉMICAS DE INVESTIGACIÓN, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Diomar Leandro Noreña Daza, Ingeniería Industrial, Tutor principal,, 2009, Aprobada, 0,,,
GINNOVA,"OPTIMIZACIÓN DE OPERACIONES DE SECUENCIACIÓN EN SISTEMAS PRODUCTIVOS TIPO FLOW SHOP, UTILIZANDO METAHEURÍSTICAS", Trabajos de grado de pregrado , JOSE DAVID MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,Jimmy Alexander carvajal, Ingeniería Industrial, Tutor principal,, 2008, Aprobada, 60,,,
GINNOVA,Practicas de gestiòn del conocimientos en las Pymes manufactureras del Tolima, Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, Universidad De Manizales - Umanizales,Josefina Contreras Lozano, MAESTRIA EN GERENCIA DEL TALENTO HUMANO, Tutor principal,, 2010, Aprobada, 220,,,
GINNOVA,PROCESO DE AUTOEVALUACIÓN DEL PROGRAMA DE INGENIERÍA INDUSTRIAL: UN REQUISITO PARA SU REACREDITACIÓN ANTE EL CNA, Trabajos de grado de pregrado , GLORIA PIEDAD BARRETO BONILLA, UNIVERSIDAD DE IBAGUÉ,Martha Catalina Díaz Osorio, Ingeniería Industrial, Tutor principal,, 2008, Aprobada, 56,,,
