Grupo,Nombre del producto,Tipo,Tutor(es)/Cotutor(es),Institución,Estudiante orientado,Programa académico,Tipo de orientación,DOI,Año,Valoración,Número de Páginas,Palabras,Area,Sectores 
D+TEC - Desarrollo Tecnológico,ANALISIS DE FALLA Y DESARROLLO DE UNA PROPUESTA PARA EL SELLO VASTAGO UBICADO EN EL SISTEMA TENSOR MOLINO POLYSIUS, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,JOHANN SEBASTIAN MOSCOSO RINCON , Ingeniería Mecánica, Tutor principal,, 2016, Aprobada, 111,,,
D+TEC - Desarrollo Tecnológico,Análisis Comparativo de Controladores PID y LQR en Estabilidad de Robot TWIP, Trabajo de grado de maestría o especialidad clínica , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Andrés Enrique González, Ingeniería de Control Industrial, Tutor principal,, 2016, Distincion meritoria, 76,,,
D+TEC - Desarrollo Tecnológico,Control de un Robot Móvil Skid-Steer para Seguimiento de Trayectorias, Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Juan David Valenciano, Ingeniería Electrónica, Tutor principal,, 2016, Aprobada, 55,,,
D+TEC - Desarrollo Tecnológico,"EMULACION DE LOS MOVIMIENTOS DEL BRAZO, EMPLEANDO FPGA- Diseño de software VHDL", Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Juan Diego  Vasquez  Salcedo, Ingeniería electrónica, Tutor principal,, 2016, Aprobada, 30,,,
D+TEC - Desarrollo Tecnológico,Implementation and experimental validation of EPSAC-MPC on a PLC, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Camila Espitia Duarte, Master en control industrial, Coturor/asesor,, 2016, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,"EMULACION DE LOS MOVIMIENTOS DEL BRAZO, EMPLEANDO FPGA- Control Miográfico y diseño electronico", Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Miguel Angel  Alonso   Castro, Ingeniería electrónica, Tutor principal,, 2016, Aprobada, 30,,,
D+TEC - Desarrollo Tecnológico,"Análisis por elementos finitos, del efecto del espesor del recubrimiento y su grado de rugosidad (Ra) y en el comportamiento mecánico (esfuerzo y deformación) de un sistema recubierto.", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Andrés Felipe Díaz, Ingeniería Mecánica, Tutor principal,, 2017, Aprobada, 111,,,
D+TEC - Desarrollo Tecnológico,"EMULACION DE LOS MOVIMIENTOS DEL BRAZO, EMPLEANDO FPGA- Diseño Mecánico", Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Mónica Alejandra  Guerrero  Ramírez, Ingeniería electrónica, Tutor principal,, 2016, Aprobada, 30,,,
D+TEC - Desarrollo Tecnológico,Implementación digital de la etapa de entrada de un generador fotovoltaico conectado a la red eléctrica, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Maria Camila Merchán Riveros, Ingeniería Electrónica, Tutor principal,, 2016, Aprobada, 57,,,
D+TEC - Desarrollo Tecnológico,"Diseño, construcción y puesta en funcionamiento de un dispositivo para realización de ensayos de extrema presión en aceites lubricantes", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,José Jhonatan Urueña Calderón, Ingeniería Mecánica, Tutor principal,, 2017, Aprobada, 90,,,
D+TEC - Desarrollo Tecnológico,Rectificador con corrección de factor de potencia aislado aplicado en una microred DC, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Alejandro José Cabeza Cabeza, Ingeniería Electrónica, Tutor principal,, 2016, Aprobada, 65,,,
D+TEC - Desarrollo Tecnológico,Clasificación de orquidea Cattleya trianaei mediante su patrón colorimétrico, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Armando Iván Troncoso Lugo, Ingeniería Electronica, Tutor principal,, 2015, Aprobada, 60,,,
D+TEC - Desarrollo Tecnológico,Estudio comparativo de técnicas de umbralización, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Linda Marcela Guio Martínez, Ingeniería Electronica, Tutor principal,, 2015, Distincion meritoria, 60,,,
D+TEC - Desarrollo Tecnológico,Estudio de técnicas de esqueletonización, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Camilo Andres Murillo Ruiz, Ingeniería Electronica, Tutor principal,, 2015, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño y construcción de un cuadroptero eléctrico con la instrumentación necesaria para hacer vuelos automáticos., Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,William Leonardo Barrero Gómez, Ingeniería Electrónica, Tutor principal,, 2015, Aprobada, 84,,,
D+TEC - Desarrollo Tecnológico,Diseño de un controlador que garantice la estabilidad de vuelo de un cuadroptero basado en un modelo matemático., Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Elru Mclaughlin Newball Cardozo, Ingeniería Electrónica, Tutor principal,, 2015, Distincion meritoria, 84,,,
D+TEC - Desarrollo Tecnológico,Desarrollar un software experimental en Matlab que permita procesar automáticamente imágenes aéreas para crear mapas georeferenciados donde se puedan localizar diferentes tipos de plantas en un cultivo., Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Christian Saúl González Santos, Ingeniería Electrónica, Tutor principal,, 2015, Aprobada, 123,,,
D+TEC - Desarrollo Tecnológico,"Análisis numérico del comportamiento a carga cíclica de soldaduras aplicadas en acero estructural ASTM A36, utilizadas en la construcción de estructuras portantes, soldadas mediante el proceso SMAW y evaluadas por la técnica de simulación por elementos finitos.", Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,DANY BRYAN LEYTON ACOSTA, Ingeniería Mecánica, Tutor principal,, 2014, Aprobada, 66,,,
D+TEC - Desarrollo Tecnológico,Modelo de elementos finitos para el estudio a fatiga en probetas cruciformes unidas con el proceso de soldadura SMAW y enfriadas en diferentes medios., Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,DANIEL ALEXIS NOREÑA ORTEGÓN, Ingeniería Mecánica, Tutor principal,, 2014, Aprobada, 79,,,
D+TEC - Desarrollo Tecnológico,Determinación de la razón de enfriamiento y esfuerzos residuales en uniones soldadas mediante la técnica de análisis por elementos finitos, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,OTTO JOHAN HERRERA SALAZAR, Ingeniería Mecánica, Tutor principal,, 2014, Aprobada, 89,,,
D+TEC - Desarrollo Tecnológico,Estudio comparativo de técnicas de umbralizacion, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Linda Marcela Guio Martinez , Ingeniería Electronica, Tutor principal,, 2015, Distincion meritoria, 0,,,
D+TEC - Desarrollo Tecnológico,Clasificación de Orquidea TRIANAEI Mediante su Patron Colorimetrico, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Armando Ivan Troncoso Lugo, Ingeniería Electronica, Tutor principal,, 2015, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,"Encontrar entre las técnicas de clasificación: redes neuronales, máquina de soporte vectorial y regresión logística, cual es la de mejor desempeño en identificar diferentes tipos de plantas en un cultivo de producción de semillas híbridas de arroz.", Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Diana Sofía Rojas Rodríguez, Ingeniería Electrónica, Tutor principal,, 2015, Aprobada, 164,,,
D+TEC - Desarrollo Tecnológico,Developing an autonomous hexapod robot for environmental exploration, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Simon Cherlet & Pieter Maelegheer, Electromechanical engineering, Coturor/asesor,, 2015, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Estudio de técnicas de esqueletonización, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Camilo Andrés Murillo Ruiz, Ingeniería Electronica, Tutor principal,, 2015, Aprobada, 60,,,
D+TEC - Desarrollo Tecnológico,A quadrotor as remote sensor for on-line profile measurement during harvesting process, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Harold Fabian Murcia, Master en control industrial, Coturor/asesor,, 2014, Aprobada, 80,,,
D+TEC - Desarrollo Tecnológico,Sincronización en un inversor monofásico conectado a la red electrica para un sistema fotovoltaico distribuido, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,David Fernando González Morales, Ingeniería Electrónica, Tutor principal,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Multivariable Optimal Control in Organic Rankine Cycle (ORC) System for Waste Heat Recovery, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Jasper Van Dassel, Electromechanical engineering, Coturor/asesor,, 2014, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de una fuente conmutada con múltiples salidas aplicando el concepto de construcción de convertidores a base de bloques, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Cristian Fernando Naranjo, Ingeniería Electrónica, Tutor principal,, 2013, Aprobada, 83,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de una fuente conmutada con múltiples salidas aplicando el concepto de construcción de convertidores a base de bloques., Trabajos de grado de pregrado ," OSWALDO LOPEZ SANTOS , WILLIAM ALEXANDER LONDONO MARIN", UNIVERSIDAD DE IBAGUÉ,Cristian Fernando Naranjo, Ingeniería Electrónica, Coturor/asesor,, 2013, Aprobada, 83,,,
D+TEC - Desarrollo Tecnológico,Análisis y modelado de convertidores elevadores cuadráticos operando en modo de conducción discontinua, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,David Alejandro Zambrano Prada, Ingeniería Electrónica, Tutor principal,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Etapa de conversión DC-DC de un Microinversor Fotovoltaico: Análisis de Eficiencia y Adaptación de Impedancia, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Yamel Andrés Moreno Guzmán, Ingeniería Electrónica, Tutor principal,, 2014, Aprobada, 63,,,
D+TEC - Desarrollo Tecnológico,Inversor monofásico conectado a la red eléctrica para un sistema fotovoltaico distribuido, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Juan Camilo Ávila Martínez, Ingeniería Electrónica, Tutor principal,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Sistema de control para la carga inteligente de baterías de plomo-ácido, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Harold Alfredo Esquivel Cabezas, Ingeniería Electrónica, Tutor principal,, 2013, Aprobada, 88,,,
D+TEC - Desarrollo Tecnológico,Regulación de voltaje en un convertidor elevador cuadrático, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Tomás Enrique Sierra Polanco, Ingeniería Electrónica, Tutor principal,, 2013, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,Inversor monofásico multinivel asimétrico en cascada de fuente común con balance de potencia, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Carlos Antonio Jacanamejoy Jamioy, Ingeniería Electrónica, Tutor principal,, 2013, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,DISEÑO DE UNA FAMILIA WAVELET ORTONORMAL BASADO EN LOS PRINCIPIOS DE LA MATEMÁTICA DE LA ARMONÍA, Trabajos dirigidos/Tutorías de otro tipo , JOSE ARMANDO FERNANDEZ GALLEGO, UNIVERSIDAD DE IBAGUÉ,Michael A Ramírez S, Ingenieria Electronica, Tutor principal,, 2013, Distincion laureada, 0,,,
D+TEC - Desarrollo Tecnológico,Design and implementation of a lab-scale benchmark to emulate stop-and-go waves in highways, Trabajos de grado de pregrado , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Jose Paula de Azevedo, Electromechanical engineering, Coturor/asesor,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Identification and control of a MIMO system with slow and fast dynamics, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Alejandro Rincón Pacheco, Electromechanical engineering, Coturor/asesor,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Formation control of automomous vehicles, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Juan Cerquera, Master en control industrial, Coturor/asesor,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Evaluation of path planning algorithms for a quadcopter durin indoor flight, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Bram Diercix, Electromechanical engineering, Coturor/asesor,, 2014, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Implementación de la teoría P-Q monofásica para el control de un filtro activo de potencia monofásico en un dispositivo digital de bajo costo, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Sandra Patricia Rico Ramirez, Ingeniería Electrónica, Tutor principal,, 2012, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Implementación de control digital para la regulación de tensión y la corrección del factor de potencia en un rectificador con topología Boost, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Jhon Mauricio Barrero Junco, Ingeniería Electrónica, Tutor principal,, 2013, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Embedded Real'Time MPC implementation using Rapid Prototyping tools: a thermal process case study, Trabajos de grado de pregrado , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Gabriel Harja, Electromechanical engineering, Coturor/asesor,, 2013, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,Simulación de esfuerzos y deformaciones en probeta cruciforme de material A36 soldada mediante el proceso SMAW y sometida a cargas estáticas y cíclicas, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Néstor Felipe Rodríguez Ramos, Ingeniería Mecánica, Tutor principal,, 2013, Aprobada, 63,,,
D+TEC - Desarrollo Tecnológico,ANÁLISIS DEL COMPORTAMIENTO DE LOS ESFUERZOS Y LA EVOLUCIÓN DEL CRECIMIENTO DE GRIETA EN SOLDADURA APLICADA SOBRE ACERO ESTRUCTURAL UTILIZANDO EL PROCESO SMAW VALIENDOSE DE EL MÉTODO DE LOS ELEMENTOS FINITOS., Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,HECTOR ELIAS MERCEDES HAZIM, Ingeniería Mecánica, Tutor principal,, 2013, Aprobada, 62,,,
D+TEC - Desarrollo Tecnológico,"Análisis el comportamiento de los esfuerzos y de la razón de enfriamiento en soldadura aplicada sobre acero estructural utilizando el proceso SMAW, por medio de la técnica de simulación por elementos finitos", Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,IVAN ALBERTO ROBAYO RIVERA, Ingeniería Mecánica, Tutor principal,, 2013, Aprobada, 82,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de topologías de inversores monofásicos convencionales, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Catherin Toro Zuluaga, Ingeniería Electrónica, Tutor principal,, 2012, Aprobada, 69,,,
D+TEC - Desarrollo Tecnológico,Power management strategies of a storage system in a combine harvester, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Robinson Medina Sanchez, Master en control industrial, Coturor/asesor,, 2012, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,DISEÑO DE UNA PLATAFORMA DE DESARROLLO BASADA EN FPGA UTILIZANDO EL KIT DE0-NANO DE ALTERA CORPORATION, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,YAMID ESPINEL LÓPEZ, Ingeniería electrónica, Tutor principal,, 2013, Distincion laureada, 50,,,
D+TEC - Desarrollo Tecnológico,"Identification, Control and Vision-based Autonomous Navigation of an AR.Drone quadrotor", Trabajos de grado de pregrado , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Tudor Vlas, Electromechanical engineering, Coturor/asesor,, 2013, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,identification and control of a RC coaxial helicopter, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Glynnis Balbaert & Glenn Devadder, Electromechanical engineering, Coturor/asesor,, 2013, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Position control of a double acting cylinder for systems with nonlinearites, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Oscar Bernate, Master en control industrial, Coturor/asesor,, 2013, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Estudio del comportamiento al desgaste por deslizamiento en seco del acero AISI 1020 en estado comercial en la ciudad de Ibagué, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Edwin Mauricio López Vanegas, Ingeniería Mecánica, Tutor principal,, 2012, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Unidad de supervisión y control para convertidores de potencia, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Cristian Camilo Cerón Moreno, Ingeniería Electrónica, Tutor principal,, 2011, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Rectificador electrónico con corrección del factor de potencia y control digital con dsPIC, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Harold Fabian Murcia, Ingeniería Electrónica, Tutor principal,, 2011, Distincion meritoria, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de un sistema de monitoreo y registro en un proceso de confección textil durante el terminado final de las prendas, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Julián Fernando Arenas Huertas, Ingeniería Electrónica, Tutor principal,, 2011, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño de un controlador PID para el sistema de recolección de un robot explorador usando Loop Shaping robusto, Trabajo de grado de maestría o especialidad clínica , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Mario Fernando Jimenez Hernández, Maestría en Ingeniería de Control Industrial, Tutor principal,, 2012, Aprobada, 114,,,
D+TEC - Desarrollo Tecnológico,"Evaluación del comportamiento al desgaste por deslizamiento, de aceros para construcción mecánica, a través de simulación por elementos finitos", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Germán Eduardo Muñoz Tovar, Ingeniería Mecánica, Tutor principal,, 2012, Aprobada, 98,,,
D+TEC - Desarrollo Tecnológico,High Frequency Backshock Effect on Ultrafiltration of Selected Polysaccharides, Trabajo de grado de maestría o especialidad clínica ," GUNNAR EIGIL JONSSON , MANUEL PINELO , OSCAR ANDRES PRADO RUBIO", Universidad Técnica de Dinamarca,Inês Pereira Rosinha, Chemical and Biochemical engineering, Coturor/asesor,, 2011, Aprobada, 102,,,
D+TEC - Desarrollo Tecnológico,Diseño de un controlador difuso para un helicoptero experimental de laboratorio de dos grados de libertad, Trabajos de grado de pregrado , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Jeisson German Gaitan, Ingeniería Electrónica, Tutor principal,, 2011, Aprobada, 80,,,
D+TEC - Desarrollo Tecnológico,Modelamiento y Control de un Helicóptero de dos grados de Libertad. Análisis de Robustez ante No-linealidades y perturbaciones, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Oscar Javier Oliveros, Master en control industrial, Tutor principal,, 2012, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,"Modelling, simulation and control of a thermal plant with variable time delay", Trabajos de grado de pregrado , JAIRO ANDRES HERNANDEZ NARANJO, Ghent University,Lucian Larmas, Electromechanical engineering, Coturor/asesor,, 2012, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,INFLUENCIA DEL TAMAÑO DE UNA PARTICULA Y LA RUGOSIDAD DEL SUSTRATO EN EL COMPORTAMIENTO MECÁNICO GENERADO DURANTE EL CONTACTO Y DESLIZAMIENTO DE UN CUERPO RÍGIDO SOBRE UN ACERO 1020 Y UN ACERO 1045 A TRAVÉS DEL MÉTODO DE LOS ELEMENTOS FINITOS, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Luis Orlando Tafur Bravo, Ingeniería Mecánica, Tutor principal,, 2013, Aprobada, 98,,,
D+TEC - Desarrollo Tecnológico,"Inflencia de la forma de una partícula en contacto y deslizamiento sobre un sistema recubierto, en el comportamiento de los esfuerzos y la deformación", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Carlos Arturo Parra Mogollón, Ingeniería Mecánica, Tutor principal,, 2012, Aprobada, 106,,,
D+TEC - Desarrollo Tecnológico,OPTIMOUSE, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Maria Camila Varón y Luisa Arlos Portilla, Ingeniería electrónica, Tutor principal,, 2012, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,SOFTWARE C.A.S.A. PARA BOVINOS, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,CESAR DAVID GASTELBONDO CALDERON, Ingeniería electrónica, Tutor principal,, 2012, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,DISEÑO Y CONSTRUCCIÓN DE UN PROTOTIPO ELECTRÓNICO PARA LA REALIZACIÓN DE PRUEBAS DE SENSO-PERCEPCIÓN AUDITIVA, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,LAURA CAMILA RAMÍREZ BONILLA, Ingeniería electrónica, Tutor principal,, 2011, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,Batch anaerobic digestion of solid waste: modeling aproache, Trabajo de grado de maestría o especialidad clínica , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Humberto Numpaque López, Programa de Automatización, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,Modelacion de sistemas dinamicos aplicados a la produccion de biogas, Trabajo de grado de maestría o especialidad clínica , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Maximiliano Machado, Programa de Automatización, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,Temperature-based control of methane produccion in anaerobic digestion of solid waste, Trabajo de grado de maestría o especialidad clínica , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Ilber Rouge, Programa de Automatización, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,Diseño de un dispositivo protector para asientos de motocicletas y propuesta de emprendimiento para producción y comercialización, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Jorge Arvey Pava Muñoz; Oscar Andres Gómez Rodríguez, Ingeniería Mecánica, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,Entrenador virtual en técnicas modernas de control de convertidores de potencia de uso industrial, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Marcela Jaramillo Amorocho, Ingeniería Electrónica, Tutor principal,, 2010, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Entrenador virtual en técnicas modernas de control de convertidores de potencia de uso industrial, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Andrés Mauricio Rico Pinto, Ingeniería Electrónica, Tutor principal,, 2010, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Optimización del diseño de resortes helicoidales sometidos a cargas de tensión y compresión empleando la metodología de los algoritmos genéticos, Trabajos dirigidos/Tutorías de otro tipo , ALFONSO CUBILLOS VARELA, UNIVERSIDAD DE IBAGUÉ,Diego Alberto Prado López, Ingenieria Mecanica, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,Análisis del comportamiento estructural del chasis de un remolque granelero utilizando SolidWorks como herramienta de simulación, Trabajos dirigidos/Tutorías de otro tipo , ALFONSO CUBILLOS VARELA, UNIVERSIDAD DE IBAGUÉ,Manuel Alejandro Zubieta Lombana, Ingenieria Mecanica, Tutor principal,,, , ,,,
D+TEC - Desarrollo Tecnológico,DISEÑO E IMPLEMENTACIÓN DE UN MANUAL TÉCNICO ADMINISTRATIVO BASADO EN UN MODELO POR PROCESOS EN LA EMPRESA EMBRAGUES Y REPUESTOS DEL TOLIMA PARA LA PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO EN FLOTAS DE TRANSPORTE, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Nicolás Esteban Rivera Acevedo, Ingeniería Mecánica, Tutor principal,, 2012, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Optimal control of a bench-scale kinetics testing reactor: Smooth operation of a Berty setup, Trabajo de grado de maestría o especialidad clínica , JAIRO ANDRES HERNANDEZ NARANJO, UNIVERSIDAD DE IBAGUÉ,Esteban Triana, Master en control industrial, Tutor principal,, 2011, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño de un sensor inferencial de humedad de grano en linea para el proceso de secado de arroz, Trabajo de grado de maestría o especialidad clínica , LUIS ALFONSO MUNOZ HERNANDEZ, UNIVERSIDAD DE IBAGUÉ,Javier Eduardo Murillo Cardoso, Magíster En Ingeniería de Control Industrial, Tutor principal,,nero , Aprobada, 87,,,
D+TEC - Desarrollo Tecnológico,Estudio actual y posibilidades de mejoramiento mecánico en el procesamiento de carbonato de calcio, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Fabián Andrés Sánchez Zuleta, Ingeniería Mecánica, Tutor principal,, 2009, , ,,,
